,winner,idMatch,pick1,winratepick1,mmrplayer1,pick2,winratepick2,mmrplayer2,pick3,winratepick3,mmrplayer3,pick4,winratepick4,mmrplayer4,pick5,winratepick5,mmrplayer5,pick6,winratepick6,mmrplayer6,pick7,winratepick7,mmrplayer7,pick8,winratepick8,mmrplayer8,pick9,winratepick9,mmrplayer9,pick10,winratepick10,mmrplayer10
684,Radiant,7090106041,38,0.4791,80,9,0.5032,80,91,0.4988,80,70,0.4654,80,19,0.4524,80,86,0.4871,80,98,0.4815,80,75,0.5201,80,106,0.4986,80,60,0.4776,80
685,Radiant,7090104798,19,0.4524,80,11,0.47,80,51,0.476,80,90,0.4996,80,55,0.5498,80,69,0.4668,80,114,0.488,80,58,0.4366,80,10,0.4552,80,39,0.5105,80
686,Radiant,7090102940,123,0.4535,70,37,0.5008,70,98,0.4815,70,46,0.4813,70,128,0.4633,70,84,0.4835,70,54,0.4602,70,7,0.4996,70,104,0.5435,70,13,0.483,70
687,Dire,7090099453,64,0.508,70,9,0.5032,70,135,0.5041,70,48,0.455,70,100,0.4532,70,31,0.5104,70,101,0.5195,70,32,0.5282,70,44,0.4469,70,13,0.483,70
688,Dire,7090073518,84,0.4835,70,44,0.4469,70,17,0.4825,70,28,0.4639,70,21,0.5318,70,123,0.4535,70,37,0.5008,70,2,0.5044,70,1,0.4769,70,128,0.4633,70
689,Radiant,7090072033,87,0.4985,70,129,0.4292,70,79,0.4948,70,11,0.47,70,22,0.4587,70,19,0.4524,70,101,0.5195,70,49,0.4291,70,41,0.4934,70,123,0.4535,70
690,Dire,7090067812,61,0.4745,80,86,0.4871,80,106,0.4986,80,75,0.5201,80,10,0.4552,80,5,0.5139,80,98,0.4815,80,17,0.4825,80,88,0.5006,80,73,0.5131,80
691,Dire,7090034088,43,0.5069,80,137,0.478,80,128,0.4633,80,98,0.4815,70,70,0.4654,80,53,0.3884,80,51,0.476,80,9,0.5032,80,106,0.4986,80,69,0.4668,80
692,Radiant,7089998206,87,0.4985,80,120,0.5021,80,51,0.476,80,10,0.4552,70,98,0.4815,80,100,0.4532,80,106,0.4986,80,85,0.5333,80,6,0.479,80,108,0.5067,80
693,Dire,7089965921,87,0.4985,80,106,0.4986,80,128,0.4633,80,89,0.5447,70,77,0.4987,80,100,0.4532,80,11,0.47,80,75,0.5201,80,30,0.4677,80,4,0.5148,80
694,Radiant,7089944331,105,0.5084,70,137,0.478,70,53,0.3884,70,58,0.4366,70,120,0.5021,70,64,0.508,70,86,0.4871,70,49,0.4291,70,81,0.4813,70,25,0.4054,70
695,Radiant,7089942988,9,0.5032,80,98,0.4815,80,32,0.5282,80,80,0.4943,80,8,0.4656,80,106,0.4986,80,87,0.4985,80,55,0.5498,80,51,0.476,70,109,0.4731,80
696,Radiant,7089924345,85,0.5333,70,20,0.4463,70,8,0.4656,70,25,0.4054,70,69,0.4668,70,86,0.4871,70,128,0.4633,70,110,0.4769,70,120,0.5021,70,114,0.488,70
697,Dire,7089904171,49,0.4291,80,9,0.5032,70,31,0.5104,70,98,0.4815,80,73,0.5131,80,106,0.4986,80,102,0.5033,70,128,0.4633,80,51,0.476,80,48,0.455,80
698,Radiant,7089901225,86,0.4871,70,110,0.4769,70,137,0.478,70,85,0.5333,70,56,0.5183,70,128,0.4633,70,87,0.4985,70,81,0.4813,70,13,0.483,70,98,0.4815,70
699,Radiant,7089898234,37,0.5008,70,35,0.4447,70,52,0.4611,70,98,0.4815,70,26,0.4536,70,100,0.4532,70,128,0.4633,70,86,0.4871,70,5,0.5139,70,10,0.4552,70
700,Radiant,7089893324,31,0.5104,70,6,0.479,70,11,0.47,70,2,0.5044,70,105,0.5084,70,100,0.4532,70,33,0.4916,70,137,0.478,70,30,0.4677,70,48,0.455,70
701,Dire,7089874888,14,0.4912,70,86,0.4871,70,84,0.4835,70,109,0.4731,70,76,0.492,70,49,0.4291,70,26,0.4536,70,98,0.4815,70,30,0.4677,70,95,0.4754,70
702,Dire,7089872179,14,0.4912,70,123,0.4535,70,120,0.5021,70,26,0.4536,70,10,0.4552,70,30,0.4677,70,83,0.5051,70,80,0.4943,70,97,0.4886,70,52,0.4611,70
703,Radiant,7089869828,123,0.4535,70,128,0.4633,70,85,0.5333,70,54,0.4602,70,35,0.4447,70,87,0.4985,70,21,0.5318,70,137,0.478,70,95,0.4754,70,10,0.4552,70
704,Radiant,7089842643,26,0.4536,80,38,0.4791,80,83,0.5051,80,46,0.4813,80,52,0.4611,80,114,0.488,80,120,0.5021,80,9,0.5032,70,29,0.4706,80,89,0.5447,70
705,Dire,7089836887,64,0.508,70,86,0.4871,70,49,0.4291,70,54,0.4602,70,32,0.5282,70,43,0.5069,70,123,0.4535,70,85,0.5333,70,137,0.478,70,95,0.4754,70
706,Dire,7089788265,22,0.4587,70,129,0.4292,70,109,0.4731,70,5,0.5139,70,19,0.4524,70,91,0.4988,70,136,0.4949,70,51,0.476,70,13,0.483,70,47,0.4961,70
707,Dire,7089775308,9,0.5032,80,51,0.476,80,53,0.3884,80,49,0.4291,80,81,0.4813,80,86,0.4871,80,69,0.4668,80,106,0.4986,80,119,0.4978,80,10,0.4552,80
708,Radiant,7089760943,51,0.476,80,87,0.4985,80,13,0.483,80,70,0.4654,70,92,0.4987,80,83,0.5051,80,120,0.5021,80,26,0.4536,80,96,0.477,80,95,0.4754,80
709,Radiant,7089734225,135,0.5041,70,107,0.4963,70,86,0.4871,70,6,0.479,70,87,0.4985,70,62,0.5393,70,7,0.4996,70,64,0.508,70,70,0.4654,70,21,0.5318,70
710,Radiant,7088961126,137,0.478,80,53,0.3884,80,75,0.5201,70,10,0.4552,80,19,0.4524,80,86,0.4871,80,106,0.4986,80,71,0.5155,80,95,0.4754,80,77,0.4987,80
711,Dire,7088950328,137,0.478,80,65,0.5134,70,86,0.4871,80,57,0.5087,80,93,0.5257,80,19,0.4524,80,110,0.4769,80,106,0.4986,80,10,0.4552,80,92,0.4987,80
712,Radiant,7088938802,98,0.4815,70,85,0.5333,70,86,0.4871,70,46,0.4813,70,120,0.5021,70,87,0.4985,73,96,0.477,70,101,0.5195,70,39,0.5105,70,94,0.543,70
713,Dire,7088935831,105,0.5084,70,90,0.4996,70,43,0.5069,70,11,0.47,70,51,0.476,70,72,0.465,70,106,0.4986,70,28,0.4639,70,35,0.4447,70,100,0.4532,70
714,Dire,7088897650,86,0.4871,70,7,0.4996,70,64,0.508,70,48,0.455,70,17,0.4825,70,135,0.5041,70,85,0.5333,70,129,0.4292,70,41,0.4934,70,65,0.5134,70
715,Radiant,7088878244,87,0.4985,80,38,0.4791,80,136,0.4949,80,98,0.4815,80,80,0.4943,80,85,0.5333,80,53,0.3884,70,106,0.4986,80,26,0.4536,80,69,0.4668,80
716,Dire,7088860586,96,0.477,80,101,0.5195,73,5,0.5139,70,4,0.5148,70,13,0.483,70,87,0.4985,70,137,0.478,70,43,0.5069,70,100,0.4532,70,114,0.488,70
717,Radiant,7088858607,58,0.4366,80,38,0.4791,80,86,0.4871,80,109,0.4731,80,13,0.483,80,43,0.5069,70,70,0.4654,80,5,0.5139,80,9,0.5032,80,96,0.477,70
718,Radiant,7088858126,75,0.5201,70,19,0.4524,70,2,0.5044,70,44,0.4469,70,21,0.5318,70,43,0.5069,70,26,0.4536,70,38,0.4791,70,128,0.4633,70,10,0.4552,70
719,Dire,7088830792,86,0.4871,70,64,0.508,70,93,0.5257,70,38,0.4791,70,98,0.4815,70,100,0.4532,70,87,0.4985,70,49,0.4291,70,4,0.5148,70,123,0.4535,70
720,Dire,7088792057,5,0.5139,70,100,0.4532,70,77,0.4987,70,42,0.4442,70,39,0.5105,70,123,0.4535,70,86,0.4871,70,96,0.477,70,18,0.5174,70,35,0.4447,70
721,Radiant,7088783849,86,0.4871,70,43,0.5069,70,64,0.508,70,1,0.4769,80,65,0.5134,70,96,0.477,80,101,0.5195,70,50,0.448,70,32,0.5282,70,44,0.4469,70
722,Dire,7088773659,38,0.4791,80,86,0.4871,80,100,0.4532,80,76,0.492,80,53,0.3884,80,69,0.4668,80,103,0.5634,80,106,0.4986,80,9,0.5032,80,6,0.479,80
723,Dire,7088742878,86,0.4871,80,17,0.4825,80,37,0.5008,80,28,0.4639,80,6,0.479,80,43,0.5069,80,87,0.4985,70,1,0.4769,80,7,0.4996,80,29,0.4706,70
724,Radiant,7088732706,86,0.4871,70,87,0.4985,70,53,0.3884,70,48,0.455,70,25,0.4054,70,100,0.4532,70,63,0.4855,70,69,0.4668,70,89,0.5447,70,39,0.5105,70
725,Dire,7088730021,87,0.4985,80,54,0.4602,70,43,0.5069,70,19,0.4524,70,25,0.4054,70,96,0.477,70,101,0.5195,70,123,0.4535,70,4,0.5148,70,23,0.5076,80
726,Dire,7088695913,69,0.4668,80,5,0.5139,80,128,0.4633,80,46,0.4813,80,108,0.5067,80,9,0.5032,80,77,0.4987,80,120,0.5021,80,26,0.4536,80,81,0.4813,80
727,Dire,7088662885,87,0.4985,70,38,0.4791,80,9,0.5032,80,106,0.4986,80,54,0.4602,70,86,0.4871,80,58,0.4366,80,17,0.4825,80,69,0.4668,80,81,0.4813,80
728,Radiant,7088653751,100,0.4532,70,69,0.4668,70,93,0.5257,70,87,0.4985,70,120,0.5021,70,86,0.4871,70,102,0.5033,70,96,0.477,70,109,0.4731,70,13,0.483,70
729,Dire,7088631903,87,0.4985,80,128,0.4633,80,93,0.5257,70,19,0.4524,70,76,0.492,70,96,0.477,80,100,0.4532,70,123,0.4535,70,4,0.5148,70,45,0.5187,70
730,Dire,7088602409,9,0.5032,80,61,0.4745,80,27,0.4896,80,70,0.4654,80,11,0.47,80,58,0.4366,80,69,0.4668,80,114,0.488,80,87,0.4985,80,106,0.4986,80
731,Radiant,7088587716,71,0.5155,70,21,0.5318,70,5,0.5139,70,22,0.4587,70,35,0.4447,70,86,0.4871,70,30,0.4677,70,69,0.4668,70,49,0.4291,70,11,0.47,70
732,Dire,7088542141,86,0.4871,70,114,0.488,70,71,0.5155,70,11,0.47,70,49,0.4291,70,22,0.4587,70,21,0.5318,70,5,0.5139,70,103,0.5634,70,93,0.5257,70
733,Dire,7088504529,21,0.5318,70,5,0.5139,70,22,0.4587,70,81,0.4813,70,6,0.479,70,43,0.5069,70,14,0.4912,70,87,0.4985,70,48,0.455,70,120,0.5021,70
734,Dire,7088470969,84,0.4835,70,63,0.4855,70,71,0.5155,70,39,0.5105,70,35,0.4447,70,37,0.5008,70,107,0.4963,70,49,0.4291,70,54,0.4602,70,23,0.5076,70
735,Dire,7088469371,9,0.5032,80,29,0.4706,80,128,0.4633,70,81,0.4813,80,106,0.4986,80,48,0.455,80,92,0.4987,80,136,0.4949,70,85,0.5333,80,17,0.4825,80
736,Dire,7088431610,30,0.4677,70,107,0.4963,70,28,0.4639,70,63,0.4855,70,32,0.5282,70,5,0.5139,70,39,0.5105,70,72,0.465,70,71,0.5155,70,44,0.4469,70
737,Dire,7088424139,100,0.4532,80,128,0.4633,80,20,0.4463,70,35,0.4447,80,19,0.4524,80,137,0.478,80,9,0.5032,80,58,0.4366,70,17,0.4825,80,95,0.4754,80
738,Dire,7088392290,53,0.3884,80,32,0.5282,80,57,0.5087,80,19,0.4524,80,15,0.4485,80,9,0.5032,80,120,0.5021,80,64,0.508,80,29,0.4706,80,81,0.4813,80
739,Dire,7088389546,84,0.4835,70,19,0.4524,70,63,0.4855,70,71,0.5155,70,67,0.4781,70,86,0.4871,70,96,0.477,70,121,0.4826,70,18,0.5174,70,23,0.5076,70
740,Radiant,7088347027,38,0.4791,80,86,0.4871,80,9,0.5032,80,46,0.4813,80,100,0.4532,80,85,0.5333,80,11,0.47,80,101,0.5195,80,96,0.477,80,106,0.4986,80
741,Radiant,7088315945,100,0.4532,80,58,0.4366,80,120,0.5021,80,109,0.4731,70,17,0.4825,80,52,0.4611,80,98,0.4815,80,102,0.5033,80,86,0.4871,80,70,0.4654,80
742,Dire,7088302769,87,0.4985,80,60,0.4776,80,58,0.4366,80,106,0.4986,80,33,0.4916,80,9,0.5032,80,77,0.4987,80,85,0.5333,80,43,0.5069,80,11,0.47,80
743,Dire,7088284067,128,0.4633,80,100,0.4532,80,52,0.4611,80,14,0.4912,80,137,0.478,80,86,0.4871,80,106,0.4986,80,105,0.5084,80,61,0.4745,80,35,0.4447,80
744,Radiant,7088279074,52,0.4611,80,32,0.5282,80,3,0.5108,80,98,0.4815,80,93,0.5257,80,19,0.4524,80,120,0.5021,80,86,0.4871,80,110,0.4769,70,6,0.479,80
745,Dire,7088271756,38,0.4791,80,120,0.5021,80,75,0.5201,80,100,0.4532,80,41,0.4934,80,128,0.4633,70,105,0.5084,80,101,0.5195,80,93,0.5257,80,13,0.483,80
746,Radiant,7088235933,5,0.5139,80,19,0.4524,80,53,0.3884,80,106,0.4986,80,72,0.465,80,100,0.4532,80,120,0.5021,80,136,0.4949,80,86,0.4871,80,33,0.4916,80
747,Radiant,7088234689,51,0.476,80,52,0.4611,80,58,0.4366,80,41,0.4934,70,106,0.4986,80,128,0.4633,80,98,0.4815,80,85,0.5333,80,39,0.5105,80,81,0.4813,80
748,Radiant,7088233773,86,0.4871,70,137,0.478,80,101,0.5195,80,89,0.5447,80,29,0.4706,80,128,0.4633,80,23,0.5076,80,92,0.4987,80,106,0.4986,80,18,0.5174,80
749,Radiant,7088225853,85,0.5333,80,73,0.5131,80,47,0.4961,80,100,0.4532,80,108,0.5067,80,105,0.5084,80,106,0.4986,80,83,0.5051,70,90,0.4996,80,74,0.4702,80
750,Dire,7088200775,100,0.4532,70,37,0.5008,70,123,0.4535,70,109,0.4731,70,96,0.477,70,86,0.4871,70,102,0.5033,70,91,0.4988,70,20,0.4463,70,120,0.5021,70
751,Dire,7088173135,43,0.5069,80,137,0.478,80,51,0.476,80,34,0.5423,70,53,0.3884,80,91,0.4988,80,4,0.5148,80,30,0.4677,80,100,0.4532,80,14,0.4912,80
752,Radiant,7088148565,106,0.4986,80,87,0.4985,80,51,0.476,80,46,0.4813,70,135,0.5041,80,114,0.488,80,33,0.4916,80,13,0.483,70,128,0.4633,80,48,0.455,70
753,Dire,7088142825,85,0.5333,70,22,0.4587,70,49,0.4291,70,67,0.4781,70,52,0.4611,70,27,0.4896,70,119,0.4978,70,48,0.455,70,106,0.4986,70,97,0.4886,70
754,Radiant,7088129332,105,0.5084,80,19,0.4524,80,128,0.4633,80,41,0.4934,80,60,0.4776,80,43,0.5069,80,86,0.4871,80,83,0.5051,70,35,0.4447,80,13,0.483,80
755,Radiant,7088108921,86,0.4871,70,65,0.5134,80,101,0.5195,80,104,0.5435,80,89,0.5447,80,53,0.3884,80,19,0.4524,80,39,0.5105,80,70,0.4654,80,137,0.478,80
756,Dire,7088061519,136,0.4949,70,79,0.4948,70,53,0.3884,70,35,0.4447,70,22,0.4587,70,85,0.5333,70,86,0.4871,70,120,0.5021,70,63,0.4855,70,17,0.4825,70
757,Dire,7088052470,87,0.4985,80,128,0.4633,80,96,0.477,70,106,0.4986,80,10,0.4552,80,9,0.5032,80,23,0.5076,80,32,0.5282,80,18,0.5174,80,55,0.5498,80
758,Dire,7088047569,9,0.5032,80,65,0.5134,80,85,0.5333,80,6,0.479,80,29,0.4706,80,128,0.4633,70,83,0.5051,80,104,0.5435,80,93,0.5257,80,101,0.5195,80
759,Dire,7088046752,128,0.4633,80,114,0.488,80,106,0.4986,70,77,0.4987,80,123,0.4535,70,51,0.476,80,52,0.4611,70,55,0.5498,80,75,0.5201,80,95,0.4754,80
760,Radiant,7088038068,58,0.4366,80,51,0.476,70,17,0.4825,80,46,0.4813,80,55,0.5498,80,53,0.3884,80,120,0.5021,80,101,0.5195,80,64,0.508,80,95,0.4754,70
761,Radiant,7087979512,79,0.4948,70,9,0.5032,70,28,0.4639,70,102,0.5033,70,35,0.4447,70,97,0.4886,70,86,0.4871,70,109,0.4731,70,64,0.508,70,76,0.492,70
762,Dire,7087953177,85,0.5333,80,90,0.4996,80,51,0.476,80,6,0.479,80,120,0.5021,70,87,0.4985,80,77,0.4987,70,17,0.4825,80,9,0.5032,80,1,0.4769,80
763,Dire,7087901257,97,0.4886,70,136,0.4949,70,35,0.4447,70,110,0.4769,70,76,0.492,70,100,0.4532,70,128,0.4633,70,9,0.5032,70,129,0.4292,70,41,0.4934,70
764,Dire,7087877329,86,0.4871,80,85,0.5333,80,6,0.479,80,43,0.5069,80,7,0.4996,80,87,0.4985,80,49,0.4291,80,105,0.5084,80,77,0.4987,80,11,0.47,80
765,Dire,7087844840,69,0.4668,80,9,0.5032,80,5,0.5139,80,49,0.4291,80,42,0.4442,80,53,0.3884,70,83,0.5051,80,13,0.483,80,86,0.4871,80,92,0.4987,80
766,Radiant,7087816432,9,0.5032,70,128,0.4633,70,29,0.4706,70,42,0.4442,70,22,0.4587,70,86,0.4871,70,85,0.5333,70,6,0.479,70,129,0.4292,70,52,0.4611,70
767,Dire,7087815926,94,0.543,70,85,0.5333,80,51,0.476,70,43,0.5069,80,98,0.4815,70,38,0.4791,70,101,0.5195,70,74,0.4702,70,87,0.4985,80,54,0.4602,80
768,Radiant,7087783255,87,0.4985,80,53,0.3884,80,62,0.5393,80,69,0.4668,80,34,0.5423,80,58,0.4366,80,38,0.4791,80,10,0.4552,80,22,0.4587,80,49,0.4291,80
769,Radiant,7087776459,87,0.4985,70,109,0.4731,80,17,0.4825,80,107,0.4963,80,77,0.4987,80,53,0.3884,80,83,0.5051,80,22,0.4587,80,19,0.4524,80,135,0.5041,80
770,Radiant,7142277710,30,0.4677,70,110,0.4769,70,53,0.3884,70,34,0.5423,70,32,0.5282,70,94,0.543,70,58,0.4366,70,69,0.4668,70,128,0.4633,70,126,0.4822,70
771,Radiant,7142165314,73,0.5131,80,108,0.5067,70,111,0.5348,70,9,0.5032,72,109,0.4731,73,62,0.5393,72,84,0.4835,80,5,0.5139,51,114,0.488,80,74,0.4702,80
772,Dire,7142160679,69,0.4668,70,14,0.4912,80,136,0.4949,70,59,0.5025,70,76,0.492,70,73,0.5131,70,101,0.5195,70,86,0.4871,70,47,0.4961,70,45,0.5187,70
773,Radiant,7142159114,88,0.5006,70,86,0.4871,70,108,0.5067,70,19,0.4524,70,48,0.455,70,26,0.4536,70,104,0.5435,70,93,0.5257,70,87,0.4985,70,11,0.47,70
774,Dire,7142123827,17,0.4825,80,45,0.5187,80,5,0.5139,80,10,0.4552,80,108,0.5067,80,38,0.4791,70,106,0.4986,80,111,0.5348,70,9,0.5032,80,48,0.455,70
775,Radiant,7142110962,62,0.5393,70,101,0.5195,70,108,0.5067,70,109,0.4731,70,126,0.4822,70,73,0.5131,80,111,0.5348,70,110,0.4769,70,138,0.4806,70,34,0.5423,70
776,Dire,7142081748,30,0.4677,70,104,0.5435,70,26,0.4536,70,11,0.47,70,4,0.5148,70,86,0.4871,70,126,0.4822,70,123,0.4535,70,49,0.4291,70,70,0.4654,70
777,Radiant,7142077446,101,0.5195,80,94,0.543,70,32,0.5282,70,87,0.4985,72,84,0.4835,73,2,0.5044,80,86,0.4871,80,5,0.5139,80,138,0.4806,80,46,0.4813,51
778,Radiant,7142013921,73,0.5131,70,69,0.4668,80,75,0.5201,70,111,0.5348,80,106,0.4986,70,108,0.5067,80,86,0.4871,80,45,0.5187,80,70,0.4654,80,96,0.477,80
779,Dire,7141997120,5,0.5139,80,40,0.5192,80,100,0.4532,80,8,0.4656,80,68,0.5128,80,85,0.5333,80,73,0.5131,80,105,0.5084,80,57,0.5087,80,106,0.4986,80
780,Radiant,7141990348,88,0.5006,70,62,0.5393,70,38,0.4791,70,6,0.479,70,19,0.4524,70,123,0.4535,70,87,0.4985,70,129,0.4292,70,46,0.4813,70,22,0.4587,70
781,Radiant,7141967140,73,0.5131,80,5,0.5139,80,101,0.5195,70,135,0.5041,80,126,0.4822,51,69,0.4668,80,105,0.5084,72,40,0.5192,70,63,0.4855,70,86,0.4871,73
782,Dire,7141906758,88,0.5006,70,87,0.4985,70,135,0.5041,70,22,0.4587,70,46,0.4813,70,94,0.543,70,86,0.4871,70,104,0.5435,70,32,0.5282,70,17,0.4825,70
783,Dire,7141899491,3,0.5108,80,38,0.4791,80,9,0.5032,80,11,0.47,80,70,0.4654,80,85,0.5333,80,94,0.543,80,106,0.4986,80,90,0.4996,80,108,0.5067,80
784,Radiant,7141886060,75,0.5201,70,14,0.4912,70,84,0.4835,70,35,0.4447,70,11,0.47,70,88,0.5006,70,104,0.5435,70,101,0.5195,70,1,0.4769,70,40,0.5192,70
785,Dire,7141844035,73,0.5131,80,2,0.5044,70,57,0.5087,70,106,0.4986,80,45,0.5187,73,101,0.5195,80,104,0.5435,70,87,0.4985,70,76,0.492,80,95,0.4754,70
786,Radiant,7141841210,104,0.5435,80,7,0.4996,80,12,0.5014,72,13,0.483,80,85,0.5333,80,105,0.5084,80,86,0.4871,80,14,0.4912,80,57,0.5087,80,52,0.4611,80
787,Radiant,7141818157,108,0.5067,80,109,0.4731,80,75,0.5201,70,105,0.5084,70,19,0.4524,80,62,0.5393,80,5,0.5139,80,101,0.5195,80,114,0.488,80,74,0.4702,80
788,Radiant,7141798030,86,0.4871,70,5,0.5139,70,95,0.4754,70,16,0.4788,70,22,0.4587,70,9,0.5032,70,27,0.4896,70,46,0.4813,70,57,0.5087,70,17,0.4825,70
789,Radiant,7141759205,85,0.5333,80,94,0.543,80,20,0.4463,80,101,0.5195,80,3,0.5108,80,104,0.5435,80,105,0.5084,80,5,0.5139,80,10,0.4552,80,120,0.5021,80
790,Dire,7141732510,12,0.5014,80,105,0.5084,80,137,0.478,80,128,0.4633,80,11,0.47,80,69,0.4668,80,7,0.4996,80,5,0.5139,72,14,0.4912,80,13,0.483,80
791,Radiant,7141716385,87,0.4985,70,101,0.5195,70,14,0.4912,70,57,0.5087,70,75,0.5201,70,72,0.465,70,5,0.5139,70,135,0.5041,70,54,0.4602,70,106,0.4986,70
792,Radiant,7141713914,73,0.5131,70,1,0.4769,80,58,0.4366,70,5,0.5139,80,17,0.4825,70,94,0.543,80,69,0.4668,70,87,0.4985,70,32,0.5282,73,105,0.5084,80
793,Radiant,7141687549,86,0.4871,80,108,0.5067,80,87,0.4985,70,106,0.4986,70,46,0.4813,80,62,0.5393,80,58,0.4366,80,101,0.5195,80,4,0.5148,80,19,0.4524,80
794,Radiant,7141642200,104,0.5435,80,105,0.5084,80,40,0.5192,80,10,0.4552,80,110,0.4769,80,85,0.5333,80,73,0.5131,80,86,0.4871,80,76,0.492,80,6,0.479,80
795,Radiant,7141620865,86,0.4871,70,84,0.4835,70,93,0.5257,70,104,0.5435,70,35,0.4447,70,110,0.4769,70,101,0.5195,70,70,0.4654,70,103,0.5634,70,17,0.4825,70
796,Dire,7141597260,62,0.5393,72,93,0.5257,80,31,0.5104,80,2,0.5044,80,106,0.4986,51,94,0.543,70,137,0.478,70,100,0.4532,70,138,0.4806,80,104,0.5435,70
797,Dire,7141591301,86,0.4871,80,104,0.5435,80,87,0.4985,72,126,0.4822,80,109,0.4731,80,105,0.5084,80,108,0.5067,80,44,0.4469,80,97,0.4886,80,82,0.5473,80
798,Radiant,7141544396,73,0.5131,80,105,0.5084,80,40,0.5192,80,10,0.4552,80,110,0.4769,80,5,0.5139,80,114,0.488,80,21,0.5318,80,84,0.4835,80,120,0.5021,80
799,Dire,7141521796,100,0.4532,70,107,0.4963,70,98,0.4815,70,48,0.455,70,19,0.4524,70,88,0.5006,70,86,0.4871,70,84,0.4835,70,6,0.479,70,94,0.543,70
800,Dire,7141506538,87,0.4985,80,21,0.5318,80,38,0.4791,80,5,0.5139,80,41,0.4934,80,90,0.4996,80,114,0.488,80,62,0.5393,80,23,0.5076,80,69,0.4668,80
801,Radiant,7141489628,73,0.5131,70,62,0.5393,70,32,0.5282,70,87,0.4985,80,84,0.4835,70,2,0.5044,80,101,0.5195,80,126,0.4822,51,104,0.5435,72,111,0.5348,80
802,Radiant,7141451961,73,0.5131,80,86,0.4871,80,111,0.5348,80,69,0.4668,80,39,0.5105,80,88,0.5006,80,40,0.5192,80,101,0.5195,80,1,0.4769,80,17,0.4825,80
803,Radiant,7141447817,86,0.4871,73,94,0.543,80,85,0.5333,70,108,0.5067,80,34,0.5423,80,87,0.4985,70,104,0.5435,80,21,0.5318,80,114,0.488,70,121,0.4826,70
804,Dire,7141441058,90,0.4996,70,94,0.543,70,138,0.4806,70,31,0.5104,70,76,0.492,70,100,0.4532,70,107,0.4963,70,98,0.4815,70,114,0.488,70,112,0.534,70
805,Radiant,7141402305,87,0.4985,80,65,0.5134,80,107,0.4963,80,21,0.5318,80,12,0.5014,80,90,0.4996,80,114,0.488,80,75,0.5201,80,39,0.5105,80,4,0.5148,80
806,Dire,7141396530,85,0.5333,80,1,0.4769,80,108,0.5067,80,45,0.5187,80,74,0.4702,80,38,0.4791,80,101,0.5195,80,64,0.508,80,93,0.5257,80,13,0.483,80
807,Dire,7141380924,90,0.4996,70,94,0.543,80,106,0.4986,70,9,0.5032,70,69,0.4668,80,88,0.5006,80,111,0.5348,80,17,0.4825,70,55,0.5498,73,109,0.4731,80
808,Radiant,7141372348,58,0.4366,70,120,0.5021,70,51,0.476,70,62,0.5393,70,93,0.5257,70,87,0.4985,70,45,0.5187,70,84,0.4835,70,70,0.4654,70,17,0.4825,70
809,Dire,7141324778,104,0.5435,70,44,0.4469,70,64,0.508,70,90,0.4996,70,21,0.5318,70,73,0.5131,70,105,0.5084,70,5,0.5139,70,46,0.4813,70,13,0.483,70
810,Dire,7141318587,101,0.5195,80,2,0.5044,80,5,0.5139,80,11,0.47,70,21,0.5318,73,87,0.4985,80,73,0.5131,70,108,0.5067,70,94,0.543,70,13,0.483,80
811,Radiant,7141285799,114,0.488,70,12,0.5014,70,128,0.4633,70,97,0.4886,70,17,0.4825,70,87,0.4985,70,104,0.5435,70,137,0.478,70,138,0.4806,70,21,0.5318,70
812,Dire,7141266209,86,0.4871,70,64,0.508,70,129,0.4292,70,73,0.5131,70,22,0.4587,70,9,0.5032,70,20,0.4463,70,126,0.4822,70,44,0.4469,70,45,0.5187,70
813,Radiant,7141234692,69,0.4668,80,86,0.4871,80,75,0.5201,80,109,0.4731,80,39,0.5105,80,114,0.488,80,5,0.5139,80,73,0.5131,80,12,0.5014,80,74,0.4702,80
814,Dire,7141232655,114,0.488,70,86,0.4871,70,38,0.4791,70,6,0.479,70,53,0.3884,70,83,0.5051,70,93,0.5257,70,94,0.543,70,55,0.5498,70,106,0.4986,70
815,Radiant,7141222839,73,0.5131,80,104,0.5435,70,21,0.5318,70,88,0.5006,70,91,0.4988,80,62,0.5393,80,86,0.4871,70,94,0.543,70,85,0.5333,70,126,0.4822,73
816,Radiant,7141204567,126,0.4822,70,21,0.5318,70,14,0.4912,70,45,0.5187,70,11,0.47,70,87,0.4985,70,84,0.4835,70,9,0.5032,70,73,0.5131,70,22,0.4587,70
817,Radiant,7141177240,69,0.4668,70,44,0.4469,70,34,0.5423,70,16,0.4788,70,70,0.4654,70,100,0.4532,70,14,0.4912,70,120,0.5021,70,62,0.5393,70,1,0.4769,70
818,Radiant,7141162590,1,0.4769,80,121,0.4826,80,37,0.5008,80,94,0.543,80,84,0.4835,80,85,0.5333,80,104,0.5435,80,86,0.4871,80,11,0.47,80,126,0.4822,80
819,Radiant,7141158232,73,0.5131,80,85,0.5333,70,63,0.4855,70,86,0.4871,73,32,0.5282,70,104,0.5435,80,101,0.5195,70,87,0.4985,70,4,0.5148,70,126,0.4822,80
820,Radiant,7141156301,19,0.4524,70,31,0.5104,70,57,0.5087,70,46,0.4813,70,45,0.5187,70,9,0.5032,70,100,0.4532,70,126,0.4822,70,79,0.4948,70,63,0.4855,70
