,winner,id,pick1,taxavitoria1,rank1,pick2,taxavitoria2,rank2,pick3,taxavitoria3,rank3,pick4,taxavitoria4,rank4,pick5,taxavitoria5,rank5,pick6,taxavitoria6,rank6,pick7,taxavitoria7,rank7,pick8,taxavitoria8,rank8,pick9,taxavitoria9,rank9,pick10,taxavitoria10,rank10
492,radiant,7108442912,85,53.33,75,62,53.93,75,114,48.8,75,44,44.690000000000005,75,129,42.92,75,37,50.080000000000005,75,86,48.71,75,35,44.47,75,36,48.72,75,59,50.24999999999999,75
493,radiant,7108422410,51,47.599999999999994,80,58,43.66,80,120,50.21,75,114,48.8,80,5,51.39,80,85,53.33,80,106,49.86,80,41,49.34,80,123,45.35,80,97,48.86,80
494,radiant,7108399394,43,50.690000000000005,80,86,48.71,75,110,47.69,80,1,47.69,80,137,47.8,75,9,50.32,80,49,42.91,80,38,47.910000000000004,80,35,44.47,80,58,43.66,80
495,radiant,7108396296,9,50.32,75,43,50.690000000000005,80,137,47.8,80,62,53.93,75,109,47.31,75,86,48.71,75,38,47.910000000000004,75,58,43.66,75,10,45.519999999999996,75,17,48.25,75
496,dire,7108393736,86,48.71,80,96,47.699999999999996,80,64,50.8,80,69,46.68,80,13,48.3,80,87,49.85,80,98,48.15,80,109,47.31,80,51,47.599999999999994,80,36,48.72,80
497,radiant,7108389630,86,48.71,75,74,47.02,75,71,51.55,75,42,44.42,75,23,50.760000000000005,75,90,49.96,75,31,51.04,75,75,52.01,75,19,45.24,75,41,49.34,75
498,radiant,7108306227,69,46.68,80,85,53.33,80,120,50.21,80,119,49.78,75,44,44.690000000000005,80,87,49.85,75,1,47.69,80,91,49.88,75,17,48.25,80,33,49.16,75
499,dire,7108299098,85,53.33,80,74,47.02,80,18,51.739999999999995,80,9,50.32,75,38,47.910000000000004,80,53,38.84,80,51,47.599999999999994,80,87,49.85,80,70,46.54,80,120,50.21,80
500,dire,7108293489,128,46.33,80,19,45.24,80,69,46.68,80,46,48.13,80,13,48.3,80,87,49.85,80,109,47.31,80,51,47.599999999999994,80,96,47.699999999999996,80,52,46.11,80
501,dire,7108272061,1,47.69,80,64,50.8,80,119,49.78,80,137,47.8,75,39,51.05,80,61,47.449999999999996,75,123,45.35,80,93,52.56999999999999,80,85,53.33,80,19,45.24,80
502,radiant,7108263730,45,51.870000000000005,75,62,53.93,75,32,52.82,75,80,49.43,80,47,49.61,75,58,43.66,75,71,51.55,75,87,49.85,80,51,47.599999999999994,75,67,47.81,80
503,dire,7108258623,111,53.480000000000004,75,19,45.24,75,106,49.86,75,7,49.96,75,128,46.33,75,71,51.55,75,72,46.5,75,21,53.18000000000001,75,56,51.83,75,100,45.32,75
504,dire,7108193697,1,47.69,75,85,53.33,75,9,50.32,80,123,45.35,80,21,53.18000000000001,75,58,43.66,75,70,46.54,75,77,49.87,75,105,50.839999999999996,80,32,52.82,75
505,radiant,7108189493,69,46.68,75,110,47.69,80,87,49.85,80,109,47.31,80,49,42.91,80,86,48.71,80,92,49.87,80,137,47.8,80,75,52.01,80,67,47.81,80
506,radiant,7108183505,91,49.88,75,87,49.85,75,11,47.0,75,97,48.86,75,61,47.449999999999996,75,9,50.32,75,45,51.870000000000005,75,28,46.39,75,20,44.629999999999995,75,52,46.11,75
507,dire,7108181251,69,46.68,80,85,53.33,80,79,49.480000000000004,80,71,51.55,75,54,46.02,80,87,49.85,75,1,47.69,80,86,48.71,75,120,50.21,80,108,50.67,75
508,dire,7108178256,69,46.68,80,119,49.78,80,87,49.85,80,28,46.39,80,95,47.54,80,85,53.33,80,74,47.02,80,1,47.69,80,123,45.35,75,104,54.35,80
509,radiant,7108159996,1,47.69,80,64,50.8,80,119,49.78,80,49,42.91,75,40,51.92,80,61,47.449999999999996,75,87,49.85,80,51,47.599999999999994,80,32,52.82,80,114,48.8,80
510,radiant,7108131533,5,51.39,75,101,51.949999999999996,75,104,54.35,75,106,49.86,75,46,48.13,75,96,47.699999999999996,75,86,48.71,75,75,52.01,75,95,47.54,75,74,47.02,75
511,dire,7108130205,45,51.870000000000005,75,28,46.39,75,71,51.55,75,63,48.55,75,106,49.86,75,135,50.41,75,20,44.629999999999995,75,91,49.88,75,11,47.0,75,69,46.68,75
512,dire,7108108199,123,45.35,75,9,50.32,75,96,47.699999999999996,75,105,50.839999999999996,72,114,48.8,75,86,48.71,75,1,47.69,75,135,50.41,75,85,53.33,80,129,42.92,75
513,dire,7108107553,86,48.71,75,69,46.68,80,58,43.66,80,65,51.339999999999996,80,102,50.33,80,114,48.8,80,92,49.87,80,137,47.8,80,5,51.39,80,70,46.54,80
514,dire,7108089461,69,46.68,80,106,49.86,80,128,46.33,80,87,49.85,80,14,49.120000000000005,80,74,47.02,80,85,53.33,80,119,49.78,80,10,45.519999999999996,80,51,47.599999999999994,75
515,dire,7108078459,87,49.85,75,101,51.949999999999996,75,81,48.13,75,42,44.42,75,106,49.86,75,5,51.39,75,11,47.0,75,114,48.8,75,71,51.55,75,49,42.91,75
516,radiant,7108073860,106,49.86,75,9,50.32,80,62,53.93,80,6,47.9,80,40,51.92,80,87,49.85,80,77,49.87,80,43,50.690000000000005,80,119,49.78,75,70,46.54,80
517,dire,7108061130,64,50.8,75,91,49.88,75,99,44.67,75,67,47.81,75,92,49.87,75,31,51.04,75,20,44.629999999999995,75,14,49.120000000000005,75,28,46.39,75,46,48.13,75
518,radiant,7108024996,61,47.449999999999996,75,87,49.85,75,123,45.35,75,53,38.84,80,38,47.910000000000004,75,86,48.71,75,114,48.8,75,64,50.8,75,32,52.82,75,89,54.47,75
519,dire,7108016508,85,53.33,75,69,46.68,75,32,52.82,75,22,45.87,75,12,50.13999999999999,75,87,49.85,75,86,48.71,75,71,51.55,75,46,48.13,75,13,48.3,75
520,radiant,7107443140,19,45.24,80,9,50.32,80,83,50.51,80,93,52.56999999999999,80,120,50.21,80,58,43.66,80,38,47.910000000000004,80,137,47.8,80,49,42.91,80,81,48.13,80
521,dire,7107432346,100,45.32,80,43,50.690000000000005,80,58,43.66,80,108,50.67,80,12,50.13999999999999,80,114,48.8,80,109,47.31,75,52,46.11,80,51,47.599999999999994,75,39,51.05,80
522,radiant,7107429125,58,43.66,75,49,42.91,75,87,49.85,75,59,50.24999999999999,75,23,50.760000000000005,75,86,48.71,75,29,47.06,75,9,50.32,75,77,49.87,75,100,45.32,75
523,radiant,7107412596,64,50.8,80,49,42.91,75,123,45.35,63,19,45.24,80,95,47.54,75,53,38.84,80,105,50.839999999999996,73,72,46.5,54,17,48.25,75,70,46.54,80
524,dire,7107391072,64,50.8,75,29,47.06,75,100,45.32,75,56,51.83,75,86,48.71,75,87,49.85,75,96,47.699999999999996,75,14,49.120000000000005,75,128,46.33,75,19,45.24,75
525,dire,7107381422,58,43.66,80,52,46.11,80,100,45.32,80,54,46.02,80,76,49.2,80,106,49.86,80,9,50.32,80,85,53.33,80,43,50.690000000000005,80,93,52.56999999999999,80
526,dire,7107367164,58,43.66,80,33,49.16,54,14,49.120000000000005,75,17,48.25,80,1,47.69,73,9,50.32,75,49,42.91,80,5,51.39,63,120,50.21,80,44,44.690000000000005,75
527,dire,7107349124,123,45.35,75,9,50.32,75,33,49.16,75,95,47.54,75,52,46.11,75,30,46.77,75,86,48.71,75,49,42.91,75,12,50.13999999999999,75,106,49.86,75
528,radiant,7107348826,100,45.32,80,120,50.21,80,58,43.66,80,109,47.31,75,17,48.25,80,43,50.690000000000005,80,106,49.86,80,136,49.49,80,31,51.04,80,114,48.8,80
529,radiant,7107328578,30,46.77,75,86,48.71,75,49,42.91,75,12,50.13999999999999,75,106,49.86,75,123,45.35,75,9,50.32,75,33,49.16,75,95,47.54,75,52,46.11,75
530,dire,7107315978,87,49.85,80,33,49.16,75,107,49.63,63,70,46.54,80,34,54.230000000000004,75,85,53.33,80,105,50.839999999999996,73,11,47.0,80,104,54.35,75,17,48.25,54
531,dire,7107310732,87,49.85,75,53,38.84,80,120,50.21,75,85,53.33,80,11,47.0,75,100,45.32,80,43,50.690000000000005,80,64,50.8,80,137,47.8,80,12,50.13999999999999,80
532,dire,7107275897,86,48.71,75,9,50.32,75,104,54.35,75,106,49.86,75,17,48.25,75,121,48.26,75,75,52.01,75,70,46.54,75,97,48.86,75,13,48.3,75
533,dire,7107269660,43,50.690000000000005,80,137,47.8,80,3,51.080000000000005,80,41,49.34,80,26,45.36,80,100,45.32,80,120,50.21,80,86,48.71,80,30,46.77,80,109,47.31,75
534,dire,7107236510,69,46.68,75,86,48.71,80,51,47.599999999999994,75,109,47.31,80,120,50.21,75,58,43.66,80,1,47.69,80,9,50.32,80,38,47.910000000000004,80,106,49.86,80
535,radiant,7107206258,72,46.5,75,55,54.98,80,99,44.67,80,100,45.32,63,106,49.86,80,91,49.88,72,43,50.690000000000005,80,137,47.8,80,51,47.599999999999994,80,14,49.120000000000005,75
536,dire,7107204452,86,48.71,75,69,46.68,75,87,49.85,75,35,44.47,75,48,45.5,75,9,50.32,75,110,47.69,75,52,46.11,75,2,50.44,75,11,47.0,75
537,dire,7107181645,100,45.32,80,52,46.11,80,75,52.01,80,65,51.339999999999996,80,89,54.47,75,43,50.690000000000005,80,137,47.8,80,136,49.49,80,31,51.04,80,41,49.34,80
538,radiant,7107148787,49,42.91,80,79,49.480000000000004,80,9,50.32,80,70,46.54,80,11,47.0,80,87,49.85,80,98,48.15,80,1,47.69,80,85,53.33,80,43,50.690000000000005,80
539,radiant,7107131367,87,49.85,75,49,42.91,75,128,46.33,75,109,47.31,75,43,50.690000000000005,75,86,48.71,75,9,50.32,75,96,47.699999999999996,75,69,46.68,75,59,50.24999999999999,75
540,dire,7107086104,55,54.98,75,87,49.85,63,137,47.8,80,98,48.15,80,114,48.8,80,91,49.88,72,1,47.69,80,51,47.599999999999994,80,99,44.67,80,49,42.91,75
541,radiant,7107044666,96,47.699999999999996,75,87,49.85,75,10,45.519999999999996,75,123,45.35,75,22,45.87,75,86,48.71,75,129,42.92,75,18,51.739999999999995,75,30,46.77,75,49,42.91,75
542,dire,7107041360,49,42.91,80,101,51.949999999999996,80,123,45.35,80,77,49.87,80,136,49.49,80,85,53.33,80,47,49.61,80,1,47.69,80,19,45.24,80,29,47.06,80
543,radiant,7107021612,69,46.68,80,86,48.71,80,106,49.86,80,110,47.69,80,11,47.0,80,53,38.84,80,87,49.85,80,100,45.32,80,36,48.72,80,42,44.42,80
544,radiant,7106980837,78,50.54,75,68,51.28,44,8,46.56,80,86,48.71,80,107,49.63,80,91,49.88,80,137,47.8,80,61,47.449999999999996,80,19,45.24,72,18,51.739999999999995,75
545,radiant,7106941302,123,45.35,75,129,42.92,75,100,45.32,75,17,48.25,75,35,44.47,75,86,48.71,75,85,53.33,75,23,50.760000000000005,75,49,42.91,75,10,45.519999999999996,75
546,radiant,7106931987,43,50.690000000000005,80,51,47.599999999999994,80,58,43.66,80,35,44.47,80,60,47.760000000000005,80,69,46.68,80,10,45.519999999999996,80,9,50.32,80,79,49.480000000000004,80,120,50.21,80
547,dire,7106922932,85,53.33,80,69,46.68,80,70,46.54,80,76,49.2,80,9,50.32,75,73,51.31,80,58,43.66,80,14,49.120000000000005,80,25,40.54,80,89,54.47,80
548,radiant,7106910989,58,43.66,80,38,47.910000000000004,80,13,48.3,80,119,49.78,80,109,47.31,80,65,51.339999999999996,80,85,53.33,80,123,45.35,80,44,44.690000000000005,80,16,47.88,80
549,dire,7106907597,49,42.91,80,128,46.33,80,58,43.66,80,10,45.519999999999996,80,65,51.339999999999996,80,86,48.71,80,43,50.690000000000005,80,5,51.39,80,109,47.31,80,2,50.44,80
550,radiant,7106842899,69,46.68,80,9,50.32,80,135,50.41,80,106,49.86,80,48,45.5,80,87,49.85,80,53,38.84,80,19,45.24,80,22,45.87,80,42,44.42,80
551,dire,7106838521,51,47.599999999999994,80,128,46.33,80,11,47.0,80,69,46.68,80,49,42.91,75,85,53.33,80,61,47.449999999999996,80,119,49.78,80,106,49.86,80,32,52.82,80
552,dire,7106766687,85,53.33,75,8,46.56,44,91,49.88,80,30,46.77,80,26,45.36,80,77,49.87,80,105,50.839999999999996,74,31,51.04,80,14,49.120000000000005,80,75,52.01,80
553,dire,7106711893,49,42.91,80,9,50.32,75,75,52.01,80,52,46.11,80,109,47.31,75,86,48.71,80,69,46.68,80,114,48.8,80,107,49.63,80,53,38.84,80
554,radiant,7106706362,85,53.33,80,106,49.86,80,104,54.35,80,105,50.839999999999996,80,32,52.82,75,100,45.32,80,21,53.18000000000001,80,23,50.760000000000005,80,93,52.56999999999999,80,128,46.33,80
555,dire,7106705755,106,49.86,80,105,50.839999999999996,80,75,52.01,80,29,47.06,80,10,45.519999999999996,80,86,48.71,80,65,51.339999999999996,80,53,38.84,80,51,47.599999999999994,75,73,51.31,80
556,dire,7106703700,49,42.91,80,9,50.32,80,85,53.33,80,70,46.54,80,65,51.339999999999996,80,86,48.71,80,69,46.68,80,10,45.519999999999996,80,79,49.480000000000004,80,17,48.25,80
557,radiant,7106669131,9,50.32,80,60,47.760000000000005,80,128,46.33,80,32,52.82,75,33,49.16,80,38,47.910000000000004,80,86,48.71,80,74,47.02,80,87,49.85,80,136,49.49,80
558,dire,7106657918,38,47.910000000000004,75,9,50.32,44,70,46.54,80,86,48.71,80,120,50.21,80,85,53.33,74,19,45.24,80,97,48.86,80,95,47.54,80,105,50.839999999999996,80
559,radiant,7106613100,85,53.33,80,74,47.02,80,123,45.35,80,114,48.8,80,96,47.699999999999996,80,135,50.41,80,75,52.01,80,100,45.32,80,43,50.690000000000005,80,93,52.56999999999999,75
560,radiant,7106596798,86,48.71,80,69,46.68,80,106,49.86,80,64,50.8,80,109,47.31,80,87,49.85,80,100,45.32,80,53,38.84,80,49,42.91,75,90,49.96,80
561,radiant,7106586165,87,49.85,80,69,46.68,80,107,49.63,80,91,49.88,80,15,44.85,80,49,42.91,80,9,50.32,75,110,47.69,80,52,46.11,80,33,49.16,75
562,dire,7106563613,5,51.39,75,9,50.32,75,60,47.760000000000005,75,11,47.0,75,120,50.21,75,85,53.33,75,101,51.949999999999996,75,54,46.02,75,28,46.39,75,25,40.54,75
563,dire,7106552618,38,47.910000000000004,80,86,48.71,80,87,49.85,80,10,45.519999999999996,80,47,49.61,80,69,46.68,80,9,50.32,80,79,49.480000000000004,80,42,44.42,75,49,42.91,80
564,radiant,7106547264,74,47.02,80,51,47.599999999999994,80,5,51.39,80,61,47.449999999999996,80,114,48.8,80,69,46.68,80,77,49.87,80,86,48.71,80,9,50.32,80,18,51.739999999999995,75
565,radiant,7106544137,1,47.69,80,86,48.71,75,87,49.85,75,53,38.84,75,49,42.91,75,51,47.599999999999994,75,75,52.01,75,69,46.68,75,92,49.87,75,23,50.760000000000005,80
566,radiant,7106498597,86,48.71,75,43,50.690000000000005,75,38,47.910000000000004,75,48,45.5,75,85,53.33,75,5,51.39,75,84,48.35,75,11,47.0,75,110,47.69,75,10,45.519999999999996,75
567,dire,7106497287,69,46.68,80,9,50.32,80,114,48.8,80,23,50.760000000000005,80,128,46.33,80,86,48.71,80,89,54.47,80,87,49.85,80,120,50.21,75,81,48.13,80
568,dire,7106488213,4,51.480000000000004,75,31,51.04,75,128,46.33,75,108,50.67,75,74,47.02,80,77,49.87,75,1,47.69,80,45,51.870000000000005,75,87,49.85,75,106,49.86,75
569,dire,7106463166,85,53.33,80,74,47.02,80,54,46.02,80,9,50.32,80,49,42.91,80,135,50.41,80,75,52.01,80,51,47.599999999999994,80,21,53.18000000000001,80,70,46.54,75
570,radiant,7106432308,87,49.85,75,112,53.400000000000006,75,16,47.88,75,86,48.71,75,62,53.93,75,91,49.88,75,38,47.910000000000004,75,114,48.8,75,54,46.02,75,22,45.87,75
571,radiant,7106414949,120,50.21,75,75,52.01,75,114,48.8,75,87,49.85,75,19,45.24,75,90,49.96,75,111,53.480000000000004,75,99,44.67,75,9,50.32,75,52,46.11,75
572,radiant,7106400611,19,45.24,80,137,47.8,80,6,47.9,80,87,49.85,80,97,48.86,80,86,48.71,80,43,50.690000000000005,80,64,50.8,80,106,49.86,75,35,44.47,75
573,dire,7106394396,128,46.33,75,7,49.96,80,120,50.21,75,41,49.34,75,28,46.39,75,114,48.8,75,5,51.39,75,1,47.69,75,22,45.87,75,19,45.24,75
574,radiant,7106379372,85,53.33,80,69,46.68,80,86,48.71,75,76,49.2,75,109,47.31,80,91,49.88,75,17,48.25,80,10,45.519999999999996,75,3,51.080000000000005,80,58,43.66,75
575,dire,7106379217,97,48.86,75,119,49.78,75,22,45.87,75,70,46.54,75,20,44.629999999999995,75,86,48.71,75,111,53.480000000000004,75,104,54.35,75,107,49.63,75,73,51.31,75
576,radiant,7106370010,85,53.33,80,120,50.21,80,41,49.34,80,47,49.61,80,19,45.24,80,86,48.71,80,5,51.39,80,135,50.41,80,102,50.33,80,74,47.02,80
577,dire,7106364984,87,49.85,75,100,45.32,75,49,42.91,75,72,46.5,75,22,45.87,75,136,49.49,75,5,51.39,75,120,50.21,75,101,51.949999999999996,75,128,46.33,75
578,dire,7106351487,58,43.66,80,65,51.339999999999996,80,86,48.71,80,38,47.910000000000004,80,11,47.0,80,43,50.690000000000005,80,19,45.24,80,120,50.21,80,5,51.39,75,35,44.47,75
579,radiant,7106345701,62,53.93,75,123,45.35,75,68,51.28,75,89,54.47,75,17,48.25,75,85,53.33,80,43,50.690000000000005,75,11,47.0,75,51,47.599999999999994,75,19,45.24,75
580,radiant,7106334677,26,45.36,75,87,49.85,75,97,48.86,75,105,50.839999999999996,75,1,47.69,75,86,48.71,75,17,48.25,75,92,49.87,75,4,51.480000000000004,75,101,51.949999999999996,75
581,dire,7106325920,31,51.04,75,128,46.33,75,16,47.88,75,35,44.47,75,86,48.71,75,85,53.33,75,123,45.35,75,62,53.93,75,76,49.2,75,10,45.519999999999996,75
582,dire,7106325408,100,45.32,75,53,38.84,80,49,42.91,75,121,48.26,80,70,46.54,75,87,49.85,80,120,50.21,80,108,50.67,75,123,45.35,75,93,52.56999999999999,80
583,radiant,7106293270,89,54.47,80,14,49.120000000000005,80,75,52.01,80,105,50.839999999999996,80,2,50.44,80,5,51.39,80,106,49.86,80,135,50.41,80,86,48.71,80,18,51.739999999999995,80
584,radiant,7106290010,119,49.78,75,5,51.39,75,96,47.699999999999996,75,106,49.86,75,46,48.13,75,86,48.71,75,71,51.55,75,85,53.33,75,11,47.0,75,120,50.21,75
585,dire,7106287207,61,47.449999999999996,80,86,48.71,80,13,48.3,80,54,46.02,75,85,53.33,75,5,51.39,80,137,47.8,80,19,45.24,80,1,47.69,80,33,49.16,80
586,radiant,7106282679,86,48.71,75,129,42.92,75,108,50.67,75,31,51.04,75,64,50.8,75,45,51.870000000000005,75,9,50.32,75,20,44.629999999999995,75,41,49.34,75,36,48.72,75
587,radiant,7106252642,5,51.39,75,71,51.55,75,81,48.13,75,23,50.760000000000005,75,109,47.31,75,128,46.33,75,137,47.8,75,19,45.24,75,55,54.98,75,89,54.47,75
588,dire,7106246584,31,51.04,75,121,48.26,75,32,52.82,75,11,47.0,75,44,44.690000000000005,75,19,45.24,75,101,51.949999999999996,75,135,50.41,75,67,47.81,75,43,50.690000000000005,75
589,dire,7106237209,76,49.2,80,89,54.47,80,84,48.35,80,58,43.66,80,77,49.87,80,86,48.71,80,96,47.699999999999996,80,5,51.39,80,70,46.54,80,13,48.3,80
590,dire,7106216453,112,53.400000000000006,75,26,45.36,75,49,42.91,75,10,45.519999999999996,75,52,46.11,75,97,48.86,75,110,47.69,75,81,48.13,75,32,52.82,75,42,44.42,75
591,radiant,7106203613,87,49.85,75,69,46.68,75,103,56.34,75,128,46.33,75,106,49.86,75,26,45.36,75,27,48.96,75,129,42.92,75,54,46.02,75,39,51.05,75
592,dire,7106189699,83,50.51,80,6,47.9,80,128,46.33,80,16,47.88,80,2,50.44,80,85,53.33,80,12,50.13999999999999,80,120,50.21,80,114,48.8,80,135,50.41,80
593,radiant,7106182500,53,38.84,80,58,43.66,80,7,49.96,80,43,50.690000000000005,80,98,48.15,80,86,48.71,80,106,49.86,80,64,50.8,80,69,46.68,80,81,48.13,80
594,radiant,7106176168,51,47.599999999999994,75,87,49.85,75,38,47.910000000000004,75,93,52.56999999999999,75,109,47.31,75,100,45.32,75,43,50.690000000000005,75,19,45.24,75,23,50.760000000000005,75,53,38.84,75
595,radiant,7106170878,75,52.01,75,104,54.35,75,68,51.28,75,8,46.56,75,17,48.25,75,86,48.71,75,30,46.77,75,11,47.0,75,97,48.86,75,21,53.18000000000001,75
596,dire,7106156934,87,49.85,80,50,44.800000000000004,80,38,47.910000000000004,80,70,46.54,80,101,51.949999999999996,80,89,54.47,80,14,49.120000000000005,80,64,50.8,80,47,49.61,80,120,50.21,80
597,radiant,7106149812,58,43.66,80,39,51.05,80,78,50.54,80,7,49.96,80,12,50.13999999999999,80,65,51.339999999999996,80,100,45.32,80,87,49.85,80,46,48.13,80,14,49.120000000000005,80
598,dire,7106146337,110,47.69,75,4,51.480000000000004,75,77,49.87,75,62,53.93,75,23,50.760000000000005,75,128,46.33,75,136,49.49,75,9,50.32,75,42,44.42,75,13,48.3,75
599,radiant,7106140270,9,50.32,75,71,51.55,75,128,46.33,75,6,47.9,75,126,48.22,75,31,51.04,75,51,47.599999999999994,75,123,45.35,75,46,48.13,75,100,45.32,75
600,dire,7106116869,29,47.06,75,69,46.68,75,95,47.54,75,62,53.93,75,13,48.3,75,1,47.69,75,87,49.85,75,77,49.87,75,21,53.18000000000001,75,128,46.33,75
601,dire,7106114176,9,50.32,75,64,50.8,75,44,44.690000000000005,75,101,51.949999999999996,75,129,42.92,75,71,51.55,75,21,53.18000000000001,75,84,48.35,75,46,48.13,75,19,45.24,75
602,radiant,7106006076,69,46.68,80,87,49.85,80,11,47.0,75,33,49.16,80,49,42.91,75,86,48.71,80,96,47.699999999999996,80,10,45.519999999999996,80,83,50.51,80,39,51.05,80
603,radiant,7105982792,87,49.85,80,100,45.32,80,128,46.33,80,129,42.92,80,95,47.54,80,86,48.71,75,108,50.67,80,105,50.839999999999996,80,81,48.13,80,104,54.35,80
604,dire,7105966126,43,50.690000000000005,80,107,49.63,80,64,50.8,80,137,47.8,80,53,38.84,80,114,48.8,80,120,50.21,80,29,47.06,80,85,53.33,75,56,51.83,75
605,dire,7105951159,87,49.85,75,137,47.8,80,123,45.35,80,6,47.9,80,69,46.68,80,86,48.71,80,135,50.41,80,100,45.32,80,10,45.519999999999996,80,84,48.35,80
606,radiant,7105943635,100,45.32,75,86,48.71,75,135,50.41,75,62,53.93,75,67,47.81,75,19,45.24,75,123,45.35,75,43,50.690000000000005,75,10,45.519999999999996,75,120,50.21,75
607,radiant,7105919725,58,43.66,80,137,47.8,80,128,46.33,80,23,50.760000000000005,80,46,48.13,80,100,45.32,75,51,47.599999999999994,80,9,50.32,80,70,46.54,80,114,48.8,80
608,radiant,7105917080,100,45.32,75,123,45.35,75,49,42.91,75,48,45.5,75,17,48.25,75,86,48.71,75,135,50.41,75,107,49.63,75,93,52.56999999999999,75,114,48.8,75
609,dire,7105908480,128,46.33,80,51,47.599999999999994,80,74,47.02,80,29,47.06,80,11,47.0,80,86,48.71,80,65,51.339999999999996,80,73,51.31,80,50,44.800000000000004,75,70,46.54,80
610,dire,7105878739,58,43.66,80,137,47.8,80,128,46.33,80,13,48.3,80,42,44.42,80,100,45.32,75,52,46.11,80,41,49.34,80,64,50.8,80,105,50.839999999999996,80
611,radiant,7105878319,30,46.77,75,88,50.06,75,97,48.86,75,95,47.54,75,8,46.56,75,86,48.71,75,64,50.8,75,137,47.8,75,35,44.47,75,13,48.3,75
612,dire,7105861033,123,45.35,80,135,50.41,75,114,48.8,80,72,46.5,80,32,52.82,80,86,48.71,80,120,50.21,80,51,47.599999999999994,80,11,47.0,80,74,47.02,80
613,dire,7105848690,87,49.85,44,55,54.98,75,96,47.699999999999996,80,6,47.9,80,91,49.88,80,38,47.910000000000004,75,123,45.35,80,70,46.54,63,5,51.39,80,23,50.760000000000005,75
614,dire,7108713191,85,53.33,70,128,46.33,70,11,47.0,70,110,47.69,70,48,45.5,70,100,45.32,70,105,50.839999999999996,70,30,46.77,70,53,38.84,70,45,51.870000000000005,70
615,radiant,7108603830,85,53.33,70,128,46.33,70,129,42.92,70,70,46.54,70,25,40.54,70,5,51.39,70,110,47.69,70,137,47.8,70,6,47.9,70,22,45.87,70
616,radiant,7108603480,86,48.71,70,71,51.55,70,100,45.32,70,74,47.02,70,47,49.61,70,87,49.85,80,43,50.690000000000005,80,62,53.93,70,106,49.86,72,67,47.81,73
617,radiant,7108586711,85,53.33,80,5,51.39,80,32,52.82,80,9,50.32,80,25,40.54,70,38,47.910000000000004,80,58,43.66,80,64,50.8,80,41,49.34,80,69,46.68,80
618,dire,7108552110,38,47.910000000000004,80,87,49.85,70,123,45.35,63,98,48.15,80,102,50.33,70,137,47.8,74,92,49.87,80,75,52.01,80,83,50.51,80,95,47.54,80
619,radiant,7108521153,58,43.66,70,120,50.21,70,11,47.0,70,86,48.71,70,71,51.55,70,87,49.85,80,62,53.93,70,105,50.839999999999996,72,19,45.24,80,1,47.69,70
620,radiant,7108515473,53,38.84,70,51,47.599999999999994,70,58,43.66,80,55,54.98,80,19,45.24,80,86,48.71,80,38,47.910000000000004,80,89,54.47,80,64,50.8,80,13,48.3,80
621,dire,7108514375,112,53.400000000000006,70,33,49.16,70,97,48.86,70,70,46.54,70,7,49.96,70,27,48.96,70,22,45.87,70,14,49.120000000000005,70,10,45.519999999999996,70,25,40.54,70
